park_name,fountain_number,location_description,address,2017_initial_result,2017_initial_sample_date,2017_follow_up_result,2017_follow_up_sample_date,2017_epa_first_draw_result,2017_epa_first_draw_sample_date,follow_up_field_result,follow_up_field_sample_date,unmarked_result,unmarked_sample_date,2016_epa_first_draw_result,2016_epa_flush_30_sec,2016_epa_flush_10_min,status,indoor_outdoor
BRANDS,Brands  #2 - High,northwestof playground,3285 N ELSTON AVE,2.0,2017-04-18,,,,,,,,,2.11,,,Passed testing - returned to normal push-button operation,O
BRANDS,Brands  #2 - Middle,northwestof playground,3285 N ELSTON AVE,2.0,2017-04-18,,,,,,,,,2.19,,,Passed testing - returned to normal push-button operation,O
BRANDS,Brands  #2 - Low,northwestof playground,3285 N ELSTON AVE,2.0,2017-04-18,,,,,,,,,2.08,,,Passed testing - returned to normal push-button operation,O
BRANDS,Brands  #3,at southern entrance to park on elston,3285 N ELSTON AVE,6.11,2017-04-18,,,135.0,2017-06-26,,,,,27.8,21.0,4.7,Continuous flow - To be assessed for repair/replacement/removal,O
BRIGHTON,Brighton  #1 - High,"east side of park, east of path in center between play lot and basketball court",3501 S RICHMOND ST,12.1,2017-04-15,,,,,,,,,12.0,,,Passed testing - returned to normal push-button operation,O
BRIGHTON,Brighton  #1 - Middle,"east side of park, east of path in center between play lot and basketball court",3501 S RICHMOND ST,11.9,2017-04-15,,,,,,,,,13.0,,,Passed testing - returned to normal push-button operation,O
BRIGHTON,Brighton  #1 - Low,"east side of park, east of path in center between play lot and basketball court",3501 S RICHMOND ST,12.0,2017-04-15,,,,,,,,,11.8,,,Passed testing - returned to normal push-button operation,O
BROMANN (CHARLES),Bromann  #1 - High,at entrance on balmoral,5400 N BROADWAY,2.0,2017-04-24,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
BROMANN (CHARLES),Bromann  #1 - Middle,at entrance on balmoral,5400 N BROADWAY,2.0,2017-04-24,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
BROMANN (CHARLES),Bromann  #1 - Low,at entrance on balmoral,5400 N BROADWAY,2.0,2017-04-24,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
BRONCHO BILLY,Broncho Billy #1 - High,center of park,4437 N MAGNOLIA AVE,2.0,2017-05-01,,,,,,,,,4.1,,,Passed testing - returned to normal push-button operation,O
BRONCHO BILLY,Broncho Billy #1 - Low,center of park,4437 N MAGNOLIA AVE,2.0,2017-05-01,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
BROOKS (GWENDOLYN),Brooks (Gwendolyn)  #1 - High,"northeast corner of park, on greenwood",4542 S GREENWOOD AVE,2.0,2017-05-01,,,,,,,,,8.1,,,Passed testing - returned to normal push-button operation,O
BROOKS (GWENDOLYN),Brooks (Gwendolyn)  #1 - Low,"northeast corner of park, on greenwood",4542 S GREENWOOD AVE,2.0,2017-05-01,,,,,,,,,8.7,,,Passed testing - returned to normal push-button operation,O
BROOKS (OSCAR),Brooks (Oscar)  #1 - High,"on driveway, in front of fieldhouse, on harlem",7100 N HARLEM AVE,138.0,2017-04-04,2.0,2017-06-08,,,,,,,145.0,58.2,3.57,In flushing protocol - 2017 EPA Test pending,O
BROOKS (OSCAR),Brooks (Oscar)  #1 - Low,"on driveway, in front of fieldhouse, on harlem",7100 N HARLEM AVE,349.0,2017-04-04,2.0,2017-06-08,,,,,,,83.0,58.0,3.55,In flushing protocol - 2017 EPA Test pending,O
BROOKS (OSCAR),Brooks (Oscar)  #2,"west side of park, on path",7100 N HARLEM AVE,2.0,2017-04-04,,,12.4,2017-08-05,,,,,46.5,20.5,2.6,Continuous flow - To be assessed for repair/replacement/removal,O
BROWN (SIDNEY) MEML.,Brown Meml.  #1,north of spray pool,634 E 86TH ST,2.0,2017-04-14,,,108.0,2017-06-30,,,,,41.6,35.0,4.8,Continuous flow - To be assessed for repair/replacement/removal,O
BROWN (SIDNEY) MEML.,Brown Meml.  #2,"behind south diamond, on path",634 E 86TH ST,44.1,2017-04-14,5.43,2017-05-26,6.86,2017-08-05,,,,,76.2,70.0,76.0,Passed testing - returned to normal push-button operation,O
BRYNFORD,Brynford  #1 - High,at entrance on pulaski,5640 N PULASKI RD,2.0,2017-04-13,,,,,,,,,3.91,,,Passed testing - returned to normal push-button operation,O
BRYNFORD,Brynford #1 - Low,at entrance on pulaski,5640 N PULASKI RD,2.0,2017-04-13,,,,,,,,,3.96,,,Passed testing - returned to normal push-button operation,O
BUENA CIRCLE,Buena Circle  #1 - High,center of park,1049  W BUENA,7.62,2017-05-03,,,40.9,2017-08-04,,,,,,,,Continuous flow - To be assessed for repair/replacement/removal,O
BUENA CIRCLE,Buena Circle  #1 - Low,center of park,1049  W BUENA,7.97,2017-05-03,,,83.0,2017-08-04,,,,,,,,Continuous flow - To be assessed for repair/replacement/removal,O
BURNHAM (DANIEL),Burnham  #1 - High,"on mcfetridge, near soldier memorial statue",425 E MCFETRIDGE DR,2.0,2017-04-04,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
BURNHAM (DANIEL),Burnham  #1 - Low,"on mcfetridge, near soldier memorial statue",425 E MCFETRIDGE DR,2.0,2017-04-04,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
BURNHAM (DANIEL),Burnham  #2 - High,children's garden entrance,425 E MCFETRIDGE DR,2.09,2017-04-04,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
BURNHAM (DANIEL),Burnham  #2 - Middle,children's garden entrance,425 E MCFETRIDGE DR,2.39,2017-04-04,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
BURNHAM (DANIEL),Burnham  #2 - Low,children's garden entrance,425 E MCFETRIDGE DR,2.46,2017-04-04,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
BURNHAM (DANIEL),Burnham  #3 - High,soldier field gate 28,425 E MCFETRIDGE DR,3.87,2017-04-04,,,,,,,,,2.4,,,Passed testing - returned to normal push-button operation,O
BURNHAM (DANIEL),Burnham  #3 - Low,soldier field gate 29,425 E MCFETRIDGE DR,3.84,2017-04-04,,,,,,,,,2.0,,,,O
BURNHAM (DANIEL),Burnham  #4 - High,"burnham harbor dock, gate e, on path",425 E MCFETRIDGE DR,2.0,2017-04-04,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
BURNHAM (DANIEL),Burnham  #4 - Low,"burnham harbor dock, gate e, on path",425 E MCFETRIDGE DR,2.0,2017-04-04,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
BURNHAM (DANIEL),Burnham  #5 - High,soldier field gate 14,425 E MCFETRIDGE DR,2.0,2017-04-04,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
BURNHAM (DANIEL),Burnham  #5 - Low,soldier field gate 15,425 E MCFETRIDGE DR,2.0,2017-04-04,,,,,,,,,2.0,,,,O
BURNHAM (DANIEL),Burnham  #6 - High,south of soldier field in underpass,425 E MCFETRIDGE DR,,,,,,,,,,,2.0,,,,O
BURNHAM (DANIEL),Burnham  #6 - Low,south of soldier field in underpass,425 E MCFETRIDGE DR,,,,,,,,,,,2.0,,,,O
BURNHAM (DANIEL),Burnham  #7 - High,"north side of waldron, on path",425 E MCFETRIDGE DR,2.0,2017-04-04,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
BURNHAM (DANIEL),Burnham  #7 - Low,"north side of waldron, on path",425 E MCFETRIDGE DR,2.0,2017-04-04,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
BURNHAM (DANIEL),Burnham  #8 - High,south side of sledding hill,425 E MCFETRIDGE DR,2.0,2017-04-04,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
BURNHAM (DANIEL),Burnham  #8 - Low,south side of sledding hill,425 E MCFETRIDGE DR,2.0,2017-04-04,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
BURNHAM (DANIEL),Burnham  #9,"north end of mccormick place, by waterfall, on path",425 E MCFETRIDGE DR,137.0,2017-04-04,2.0,2017-05-30,13.4,2017-08-05,2.0,2017-07-12,,,24.0,25.0,5.0,Continuous flow - To be assessed for repair/replacement/removal,O
BURNHAM (DANIEL),Burnham  #10,"south end of mccormick place by waterfall, on path",425 E MCFETRIDGE DR,2.97,2017-04-04,,,,,,,,,2.8,,,Passed testing - returned to normal push-button operation,O
BURNHAM (DANIEL),Burnham  #11,"firefighter memorial, south, on path",425 E MCFETRIDGE DR,17.2,2017-04-05,2.42,2017-05-23,37.1,2017-08-05,6.0,2017-07-12,,,60.0,110.0,68.0,Continuous flow - To be assessed for repair/replacement/removal,O
BURNHAM (DANIEL),Burnham  #12 - High,31st street beachhouse,425 E MCFETRIDGE DR,2.0,2017-04-17,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
BURNHAM (DANIEL),Burnham  #12 - Low,31st street beachhouse,425 E MCFETRIDGE DR,2.0,2017-04-17,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
BURNHAM (DANIEL),Burnham  #13 - High,on 31st harbor building,425 E MCFETRIDGE DR,2.0,2017-04-17,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
BURNHAM (DANIEL),Burnham  #13 - Low,on 31st harbor building,425 E MCFETRIDGE DR,2.0,2017-04-17,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
BURNHAM (DANIEL),Burnham  #14 - High,31st street skatepark,425 E MCFETRIDGE DR,2.0,2017-06-01,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
BURNHAM (DANIEL),Burnham  #14 - Low,32nd street skatepark,425 E MCFETRIDGE DR,2.0,2017-06-01,,,,,,,,,2.0,,,,O
BURNHAM (DANIEL),Burnham  #15 - High,south of 41st street beach house,425 E MCFETRIDGE DR,2.0,2017-04-21,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
BURNHAM (DANIEL),Burnham  #15 - Low,south of 41st street beach house,425 E MCFETRIDGE DR,2.0,2017-04-21,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
BURNHAM (DANIEL),Burnham  #15 - Dog,south of 41st street beach house,425 E MCFETRIDGE DR,2.0,2017-04-21,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
BURNHAM (DANIEL),Burnham  #16 - High,west of 41st street beachhouse on path,425 E MCFETRIDGE DR,2.0,2017-04-05,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
BURNHAM (DANIEL),Burnham  #16 - Low,west of 41st street beachhouse on path,425 E MCFETRIDGE DR,2.0,2017-04-05,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
BURNHAM (DANIEL),Burnham  #17,"42nd street, on path, by basketball courts",425 E MCFETRIDGE DR,8.42,2017-04-06,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
BURNHAM (DANIEL),Burnham  #18,43rd street comfort station,425 E MCFETRIDGE DR,2.0,2017-04-06,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
BURNHAM (DANIEL),Burnham  #19 - High,44th street on bike path,425 E MCFETRIDGE DR,18.9,2017-05-18,4.01,2017-06-05,25.2,2017-08-05,10.0,2017-06-29,11.0,2017-07-12,37.0,93.0,18.0,Continuous flow - To be assessed for repair/replacement/removal,O
BURNHAM (DANIEL),Burnham  #19 - Middle,45th street on bike path,425 E MCFETRIDGE DR,18.9,2017-05-18,4.0,2017-06-05,24.9,2017-08-05,,,,,42.0,89.0,18.0,,O
BURNHAM (DANIEL),Burnham  #19 - Low,46th street on bike path,425 E MCFETRIDGE DR,17.8,2017-05-18,4.11,2017-06-05,27.6,2017-08-05,,,,,40.0,89.0,18.0,,O
BURNHAM (DANIEL),Burnham  #20,"burnham playground, south of 47th, west of lsd",425 E MCFETRIDGE DR,3.08,2017-04-07,,,,,,,,,2.5,,,Passed testing - returned to normal push-button operation,O
BURNHAM (DANIEL),Burnham  #21,"48th street, east of lsd, on path",425 E MCFETRIDGE DR,2.0,2017-04-06,,,7.41,2017-06-05,7.0,2017-07-12,,,24.0,30.0,6.0,Passed testing - returned to normal push-button operation,O
BURNHAM (DANIEL),Burnham  #22,"west of lsd, south of 47th, on cornell to ballfield",425 E MCFETRIDGE DR,2.0,2017-04-05,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
BURNHAM (DANIEL),Burnham  #23,"south of 49th street comfort station, on path",425 E MCFETRIDGE DR,2.0,2017-04-06,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
BURNHAM (DANIEL),Burnham  #24,"51st street bridge, east of lsd",425 E MCFETRIDGE DR,44.8,2017-04-06,14.5,2017-05-23,46.8,2017-08-05,,,,,21.0,53.0,5.9,Continuous flow - To be assessed for repair/replacement/removal,O
BURNHAM (DANIEL),Burnham  #25,"burnham playground at 54th, west of lsd",425 E MCFETRIDGE DR,2.0,2017-04-05,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
BURNHAM (DANIEL),Burnham  #26,"north side, on promontory point",425 E MCFETRIDGE DR,653.0,2017-04-05,2.0,2017-04-20,,,,,,,3.9,,,Passed testing - returned to normal push-button operation,O
BURNHAM (DANIEL),Burnham  #27 - North,"55th street, wallach fountain",425 E MCFETRIDGE DR,2.0,2017-04-07,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
BURNHAM (DANIEL),Burnham  #27 - East,"56th street, wallach fountain",425 E MCFETRIDGE DR,2.0,2017-04-07,,,,,,,,,2.0,,,,O
BURNHAM (DANIEL),Burnham  #27 - South,"57th street, wallach fountain",425 E MCFETRIDGE DR,2.0,2017-04-07,,,,,,,,,2.0,,,,O
BURNHAM (DANIEL),Burnham  #27 - Dog,"58th street, wallach fountain",425 E MCFETRIDGE DR,2.0,2017-04-07,,,,,,,,,2.0,,,,O
BURNHAM (DANIEL),Burnham  #28 - High,"south side, on promontory point",425 E MCFETRIDGE DR,2.0,2017-04-05,,,3.38,2017-06-29,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
BURNHAM (DANIEL),Burnham  #28 - Middle,"south side, on promontory point",425 E MCFETRIDGE DR,,,,,3.33,2017-06-29,,,,,,,,Passed testing - returned to normal push-button operation,O
BURNHAM (DANIEL),Burnham  #28 - Low,"south side, on promontory point",425 E MCFETRIDGE DR,2.0,2017-04-05,,,3.39,2017-06-29,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
BURNHAM (DANIEL),Burnham #29 - High,"on path, south of waldron, east of museum campus",425 E MCFETRIDGE DR,2.0,2017-04-04,,,2.0,2017-06-05,2.0,2017-07-13,,,,,,Passed testing - returned to normal push-button operation,O
BURNHAM (DANIEL),Burnham #29 - Low,"on path, south of waldron, east of museum campus",425 E MCFETRIDGE DR,2.0,2017-04-04,,,2.0,2017-06-05,,,,,,,,Passed testing - returned to normal push-button operation,O
BURNHAM (DANIEL),Burnham #30 - High,southwest of soldier field gate 1,425 E MCFETRIDGE DR,2.0,2017-04-04,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
BURNHAM (DANIEL),Burnham #30 - Low,southwest of soldier field gate 1,425 E MCFETRIDGE DR,2.0,2017-04-04,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
BURNHAM (DANIEL),Burnham #31 - High,southeast of soldier field gate 1,425 E MCFETRIDGE DR,2.0,2017-04-04,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
BURNHAM (DANIEL),Burnham #31 - Low,southeast of soldier field gate 1,425 E MCFETRIDGE DR,2.0,2017-04-04,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
BURNSIDE (AMBROSE),Burnside  #1,"at sidewalk on greenwood, near playground",9400 S GREENWOOD AVE,2.0,2017-05-02,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
BURNSIDE (AMBROSE),Burnside  #2,east of center path near tennis courts,9400 S GREENWOOD AVE,2.0,2017-05-02,,,,,,,,,3.3,,,Passed testing - returned to normal push-button operation,O
BURNSIDE (AMBROSE),Burnside  #3,"northwest corner of park, west of path",9400 S GREENWOOD AVE,2.0,2017-05-02,,,,,,,,,7.4,,,Passed testing - returned to normal push-button operation,O
BUTTERCUP,Buttercup  #1 - High,near entrance on sheridan,4913 N SHERIDAN RD,2.0,2017-04-24,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
BUTTERCUP,Buttercup  #1 - Middle,near entrance on sheridan,4913 N SHERIDAN RD,2.0,2017-04-24,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
BUTTERCUP,Buttercup  #1 - Low,near entrance on sheridan,4913 N SHERIDAN RD,2.0,2017-04-24,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
BUTTERNUT,Butternut  #1 - High,between two play areas,5324 S WOODLAWN AVE,2.0,2017-04-15,,,2.0,2017-06-30,,,,,,,,Passed testing - returned to normal push-button operation,O
BUTTERNUT,Butternut  #1 - Low,between two play areas,5324 S WOODLAWN AVE,2.0,2017-04-15,,,2.0,2017-06-30,,,,,,,,Passed testing - returned to normal push-button operation,O
CALIFORNIA,California  #1 - High,behind home plate of wheelchair diamond,3843 N CALIFORNIA AVE,2.0,2017-04-17,,,,,,,,,0.12,,,Passed testing - returned to normal push-button operation,O
CALIFORNIA,California  #1 - Middle,behind home plate of wheelchair diamond,3843 N CALIFORNIA AVE,2.0,2017-04-17,,,,,,,,,0.12,,,Passed testing - returned to normal push-button operation,O
CALIFORNIA,California  #1 - Low,behind home plate of wheelchair diamond,3843 N CALIFORNIA AVE,2.0,2017-04-17,,,,,,,,,0.12,,,Passed testing - returned to normal push-button operation,O
CALIFORNIA,California  #2 - High,on pool deck,3843 N CALIFORNIA AVE,2.0,2017-05-31,,,,,,,,,0.137,,,Passed testing - returned to normal push-button operation,O
CALIFORNIA,California  #2 - Low,on pool deck,3843 N CALIFORNIA AVE,2.0,2017-05-31,,,,,,,,,0.12,,,Passed testing - returned to normal push-button operation,O
CALIFORNIA,California  #3,beside pool locker rooms,3843 N CALIFORNIA AVE,9.97,2017-05-31,,,30.3,2017-08-15,,,,,29.5,18.0,9.4,Continuous flow - To be assessed for repair/replacement/removal,O
CALIFORNIA,California  #4,"at playground, west of tennis courts",3843 N CALIFORNIA AVE,2.0,2017-04-15,,,89.1,2017-06-24,,,,,,,,Continuous flow - To be assessed for repair/replacement/removal,O
CALIFORNIA,California  #5,nan,3843 N CALIFORNIA AVE,2.0,2017-04-15,,,4.39,2017-06-24,,,,,,,,,O
CALUMET,Calumet  #1,in service yard,9801 S AVENUE G,2.0,2017-04-10,,,2.0,2017-05-20,,,,,,,,Passed testing - returned to normal push-button operation,O
CALUMET,Calumet  #2,"on foreman, west of helopad entrance",9801 S AVENUE G,2.0,2017-04-10,,,4.98,2017-05-20,4.0,2017-07-11,,,16.0,2.0,2.0,Passed testing - returned to normal push-button operation,O
CALUMET,Calumet  #3,across from service yard,9801 S AVENUE G,2.0,2017-04-10,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
CALUMET,Calumet  #4 - High,calumet comfort station,9801 S AVENUE G,2.0,2017-04-10,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
CALUMET,Calumet  #4 - Low,calumet comfort station,9801 S AVENUE G,2.0,2017-04-10,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
CALUMET,Calumet  #5,100 yards south of comfort station,9801 S AVENUE G,2.0,2017-04-10,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
CALUMET,Calumet  #6,north of fieldhouse on path,9801 S AVENUE G,2.0,2017-04-10,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
CALUMET,Calumet  #7,west side of fieldhouse,9801 S AVENUE G,6.44,2017-04-10,,,,,,,,,7.2,,,Passed testing - returned to normal push-button operation,O
CALUMET,Calumet  #8,east side of fieldhouse,9801 S AVENUE G,2.0,2017-04-10,,,,,,,,,9.2,,,Passed testing - returned to normal push-button operation,O
CALUMET,Calumet  #9,east of fieldhouse across street,9801 S AVENUE G,2.0,2017-04-10,,,,,,,,,9.7,,,Passed testing - returned to normal push-button operation,O
CALUMET,Calumet  #10,northwest of coastguard on path,9801 S AVENUE G,2.1,2017-04-10,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
CALUMET,Calumet  #11 - High,calumet playground,9801 S AVENUE G,5.96,2017-04-10,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
CALUMET,Calumet  #11 - Low,calumet playground,9801 S AVENUE G,5.55,2017-04-10,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
CALUMET,Calumet  #12,beach house,9801 S AVENUE G,2.0,2017-04-10,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
CALUMET,Calumet  #13,far south in right field in grass,9801 S AVENUE G,2.0,2017-04-10,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
CARMEN,Carmen  #1 - High,at entrance on carmen,1224 W CARMEN AVE,6.19,2017-05-16,,,23.4,2017-07-14,,,,,,,,Continuous flow - To be assessed for repair/replacement/removal,O
